id,record_id,pub_id,contrib_id,user_id,record_title,last_edited,year,month,day,status,review_type,reviewed_book_title,reviewed_book_pub_date,reviewed_book_publisher,reviewed_book_publisher_viaf_match,reviewed_book_genre,reviewed_book_price,reviewed_author_viaf_match,reviewed_author_name
410,128241571,24449,NULL,4,"BOOK REVIEWS",2020-02-17,1908,NULL,NULL,needs_crosscheck,cluster,,,,NULL,,,,
412,124492160,24200,NULL,4,"RECENT FICTION.",2020-03-16,1896,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
421,90364927,24565,NULL,4,"Review 3 -- No Title",2020-02-20,1887,NULL,NULL,needs_crosscheck,multi,,,,,,,,
423,136113370,24536,NULL,4,LITERARY.,2020-03-31,1898,NULL,NULL,needs_crosscheck,single_focus,"A treatise on the preparation and delivery of sermons",,"A. C. Armstrong and Son",http://viaf.org/viaf/136364532,"Nonfiction - religious",$1.75,"http://viaf.org/viaf/11122176; http://viaf.org/viaf/20048785","John A. Broadus; Edwin Charles Dargan"
425,126389415,35796,NULL,4,"Review 1 -- No Title",2020-03-11,1885,NULL,NULL,needs_crosscheck,single_focus,"The Croker Papers",1884,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,"Nonfiction - biographical",$5.00,http://viaf.org/viaf/39748115,"Louis J. Jennings"
427,127515994,24380,NULL,4,"Our Book Table.",2020-02-19,1895,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
428,127467154,24380,NULL,4,"Review 1 -- No Title",2020-02-19,1906,NULL,NULL,needs_crosscheck,single_focus,"The Inspiration of Our Faith",,"A. C. Armstrong & Son",http://viaf.org/viaf/136364532,"Nonfiction - religious",$1.25,,"John Watson"
432,90126417,25067,NULL,4,"EATON'S HISTORY OF ENGLISH CIVIL SERVICE REFORM.",2020-02-24,1880,NULL,NULL,needs_crosscheck,single_focus,"Civil Service in Great Britain",,"Harper & Brothers",http://viaf.org/viaf/122099855,"Nonfiction - historical",$2.50,http://viaf.org/viaf/16241426,"Dorman B. Eaton "
433,124359262,24421,62,4,"GESCHICHTE DER PAPSTE SEIT DEM AUSGANG DES MITTELALTERS,",2020-02-20,1887,NULL,NULL,needs_crosscheck,single_focus,"GESCHICHTE DER PÄPSTE SEIT DEM AUSGANG DES MITTELALTERS",1886,,,"Nonfiction - historical",,http://viaf.org/viaf/56737213,"Ludwig Pastor"
434,136130030,35594,NULL,4,"Review 1 -- No Title",2020-02-17,1882,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
435,124733020,24243,63,4,ARLENESQUE,2020-03-26,1924,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
437,136142931,35593,NULL,4,"Review 6 -- No Title",2020-02-17,1907,NULL,NULL,needs_crosscheck,single_focus,"A Hebrew and English Lexicon of the Old Testament",,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,Nonfiction,$8.00,,
439,749127133,54317,NULL,4,"N. THE, BOOK TAB LE",2020-02-19,1912,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
440,136395548,34702,NULL,4,Literature.,2020-02-20,1903,NULL,NULL,needs_crosscheck,multi,,,,,,,,
441,136123467,24536,NULL,4,"Review 2 -- No Title",2020-03-16,1897,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
448,90313218,24565,NULL,4,"Review 12 -- No Title",2020-04-06,1883,NULL,NULL,needs_crosscheck,single_focus,,,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - biographical",,http://viaf.org/viaf/45207630,"John Austin Stevens"
453,136058360,24536,NULL,4,"Our Book Table",2020-04-03,1909,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
455,90463716,24565,NULL,4,Music.,2020-03-11,1893,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
459,88721263,40283,NULL,4,Reviews,2020-03-11,1891,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
460,124896942,24241,NULL,4,"""The History of 'Punch'""",2020-02-20,1895,NULL,NULL,needs_crosscheck,single_focus,"The History of ""Punch""",,"Cassell Pub. Co.",http://viaf.org/viaf/121718240,"Nonfiction - historical",,http://viaf.org/viaf/8170763,"M. H. Spielmann"
461,137651039,24450,NULL,4,"BOOK REVIEWS.",2020-02-17,1889,NULL,NULL,needs_crosscheck,cluster,,,,NULL,,,,
462,90567139,24565,NULL,4,"Review 3 -- No Title",2020-02-20,1905,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
463,136461554,35593,66,4,"Review 7 -- No Title",2020-02-20,1923,NULL,NULL,needs_crosscheck,single_focus,"The Christian Revolution",,"Geo. H. Doran Co.",,,,http://viaf.org/viaf/70224177,"Henry T. Hodgkin"
464,136277512,26663,NULL,4,"A Glimpse of the Book Table",2020-02-19,1906,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
466,90739286,35397,NULL,4,"Ye LATEST BOOKS",2020-03-11,1911,NULL,NULL,needs_crosscheck,single_focus,"The Rosary",1909,Putnam,http://viaf.org/viaf/295600056,"Fiction - novel",$1.35,http://viaf.org/viaf/37355803,"Florence L. Barclay"
471,90180084,25067,NULL,4,"A History of Painting.",2020-03-17,1895,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
472,89667045,25244,NULL,4,"The Jew in Southern life and society.",2020-02-20,1906,NULL,NULL,needs_crosscheck,single_focus,"Jews of South Carolina",,Lippincott,http://viaf.org/viaf/265495543,"Nonfiction - historical",,http://viaf.org/viaf/75875544,"Barnett A. Elzas"
475,89644579,25244,69,4,"THE INTELLECTUAL DEVELOPMENT OF WOMEN.",2020-02-19,1896,NULL,NULL,needs_crosscheck,single_focus,"Women in English Life, from Medieval to Modern Times",,"The Macmillan Company",http://viaf.org/viaf/140726562,Nonfiction,,http://viaf.org/viaf/32368338,"Georgiana Hill"
476,189426248,54074,NULL,4,"The Essential Oils of Eucalyptus",2020-04-06,1903,NULL,NULL,needs_crosscheck,brief,,,,,,,,
478,124764143,24243,70,4,"THE FANTASTIC FICTION; OR, ""THE INVISIBLE MAN.""",2020-02-20,1897,NULL,NULL,needs_crosscheck,single_focus,"The Invisible Man",,"Edward Arnold",http://viaf.org/viaf/173549121,"Fiction - novel",$1.25,http://viaf.org/viaf/97006424,"H. G. Wells"
481,136752343,24702,71,4,"Review 11 -- No Title",2020-03-16,1895,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
482,89674750,25244,NULL,4,"Review 2 -- No Title",2020-03-17,1909,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
485,88799558,40147,NULL,4,"NEW BOOKS",2020-03-17,1915,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
488,90635208,24567,72,4,"The Literary Legacy of Seneca",2020-03-11,1922,NULL,NULL,needs_crosscheck,single_focus,"Seneca, the philosopher, and his modern message",,"Marshall Jones Company",http://viaf.org/viaf/138838932,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/91630865,"Richard Mott Gummere"
494,124764069,24243,73,4,"A HISTORY OF DANCING.",2020-02-20,1898,NULL,NULL,needs_crosscheck,single_focus,"A History of Dancing",,"D. Appleton & Co.",http://viaf.org/viaf/129012558,"Nonfiction - historical",$12,http://viaf.org/viaf/61553691,"Gaston Vuillier"
497,136621698,35617,NULL,4,"Review 5 -- No Title",2020-03-31,1912,NULL,NULL,needs_crosscheck,single_focus,"Trails, Trappers, and and Tenderfeet in the New Empire of Western Canada",,"Henry Holt & Co.",http://viaf.org/viaf/126775354,"Nonfiction - travel",$3.00,http://viaf.org/viaf/5303503,"Stanley Washburn"
499,91074231,35778,NULL,4,"BOOK NOTICE",2020-03-17,1883,NULL,NULL,needs_crosscheck,brief,,,,,,,,
501,124345912,24421,74,4,"THE SON OF A PROPHET.",2020-02-20,1893,NULL,NULL,needs_crosscheck,single_focus,"The son of a prophet",1893,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - religious",$1.25,http://viaf.org/viaf/33612979,"George Anson Jackson"
502,136710430,35616,NULL,4,NOTES.,2020-03-11,1883,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
503,90440078,35437,NULL,4,"A FLORENTINE DESPOT.",2020-02-19,1896,NULL,NULL,needs_crosscheck,single_focus,"Delle Attioni et Sonteuze del S. Alessandro d'Medici, Primo Duca di Fiorenza",1565,,,Nonfiction,,http://viaf.org/viaf/88730310,"Alessandro Ceccheregli"
504,136532533,24230,NULL,4,"Review 2 -- No Title",2020-02-20,1901,NULL,NULL,needs_crosscheck,single_focus,"Appendicitis and its surgical treatment, with a report of one hundred and eighty-five operated cases",,"J. B. Lippincott Co.",http://viaf.org/viaf/265495543,"Nonfiction - science",,http://viaf.org/viaf/26100746,"Herman Mynter"
505,88399000,40426,NULL,4,"MORE HOLIDAY BOOKS",2020-03-11,1887,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
506,125727674,24994,NULL,4,"Review 56 -- No Title",2020-03-11,1907,NULL,NULL,needs_crosscheck,single_focus,"Bericht über die neuere Litteratur zur deutschen Landeskunde",1906,"Ferdinand Hirt",http://viaf.org/viaf/133120877,"Nonfiction - reference","7.50 Marks","http://viaf.org/viaf/62293953; http://viaf.org/viaf/3244435","Alfred Kirchoff; Willi Ule"
509,124892989,24241,NULL,4,"""In Varying Moods""",2020-03-11,1894,NULL,NULL,needs_crosscheck,single_focus,"In varying moods",,"G.P. Putnam's Sons",http://viaf.org/viaf/295600056,"Fiction - short story",,http://viaf.org/viaf/10209589,"Beatrice Harraden"
511,124826312,24377,NULL,4,"New Books and New Editions.",2020-03-16,1900,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
512,90078026,25067,NULL,4,"Review 3 -- No Title",2020-03-16,1886,NULL,NULL,needs_crosscheck,single_focus,"We Two",,"D. Appleton & Co.",http://viaf.org/viaf/129012558,"Fiction - novel",$1.50,http://viaf.org/viaf/5734093,"Edna Lyall"
514,90272171,35438,NULL,4,"Review 1 -- No Title",2020-03-17,1923,NULL,NULL,needs_crosscheck,single_focus,"On a Chinese Screen",1923,Doran,http://viaf.org/viaf/140800687,"Nonfiction - travel",,http://viaf.org/viaf/66470937,"W. S. Maugham"
515,748706368,54317,NULL,4,Literature,2020-02-19,1884,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
516,90500700,24565,NULL,4,"Review 3 -- No Title",2020-03-11,1910,NULL,NULL,needs_crosscheck,single_focus,"Kings in Exile",,"The Macmillan Co.",http://viaf.org/viaf/140726562,"Fiction - short story",$1.50,http://viaf.org/viaf/4975240,"Charles G. D. Roberts"
517,136258468,26663,NULL,4,"THE TURKISH SITUATION",2020-02-19,1897,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
518,124834993,24377,NULL,4,"New Books and New Editions.",2020-02-20,1897,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
519,88459415,40269,NULL,4,Bibliography,2020-02-17,1892,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
521,89680665,25244,NULL,4,"Back-yard studies of the stars.",2020-02-20,1910,NULL,NULL,needs_crosscheck,single_focus,"How to Study the Stars",,Stokes,http://viaf.org/viaf/131785575,"Nonfiction - academic/pseudo-academic",,,Rudeaux
522,136750674,24702,77,4,"Review 7 -- No Title",2020-02-24,1894,NULL,NULL,needs_crosscheck,single_focus,Discourses,,"George H. Ellis",,"Nonfiction - religious",,http://viaf.org/viaf/67581458,"Edward H. Hall"
523,137173034,35682,NULL,4,Miscellany.,2020-02-20,1889,NULL,NULL,needs_crosscheck,single_focus,"The Missionary Year-Book for 1889-90",,"Fleming H. Revell",http://viaf.org/viaf/157146391,"Nonfiction - reference",,,
525,124362005,41157,78,4,"BIBLIOGRAPHICAL NOTES.",2020-04-03,1893,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
527,90121448,25067,NULL,4,CELIBATES.,2020-02-24,1895,NULL,NULL,needs_crosscheck,single_focus,Celibates,,"Macmillan & Co.",http://viaf.org/viaf/140726562,"Fiction - short story",$1.50,http://viaf.org/viaf/22160365,"George Moore"
528,136279213,26663,NULL,4,"Review 21 -- No Title",2020-02-18,1906,NULL,NULL,needs_crosscheck,brief,,,,,,,,
530,125248292,41361,80,4,"Review 17 -- No Title",2020-03-17,1886,NULL,NULL,needs_crosscheck,single_focus,"Microchemistry of poisons, including their physiological, pathological, and legal relations",1885,"J. B. Lippincott Company",http://viaf.org/viaf/265495543,"Nonfiction - science",,http://viaf.org/viaf/4074476,"Theodore G. Wormley"
532,136561306,41352,81,4,"Review 2 -- No Title",2020-02-20,1880,NULL,NULL,needs_crosscheck,multi,,,,,,,,
533,89686172,25244,82,4,"Background Without Tradition",2020-03-16,1918,NULL,NULL,needs_crosscheck,single_focus,"A Son of the Middle Border",,Macmillan,http://viaf.org/viaf/140726562,"Nonfiction - autobiographical",$1.60,http://viaf.org/viaf/7432688,"Hamlin Garland"
534,821458724,105830,NULL,4,"CONTEMPORARY LITERATURE",2020-03-25,1903,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
537,89675593,25244,NULL,4,"Review 5 -- No Title",2020-02-17,1916,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
538,136118922,24536,NULL,4,"Review 2 -- No Title",2020-03-23,1897,NULL,NULL,needs_crosscheck,brief,,,,,,,,
539,124748207,24243,84,4,"THE BEGINNINGS OF THE ""PROBLEM NOVEL""",2020-02-17,1916,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
540,137576086,25258,85,4,"VIII. NOTICES OF NEW BOOKS.",2020-03-16,1913,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
541,753968826,54317,NULL,4,"LITERARY SMALL-TALK",2020-03-16,1891,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
542,89689843,25244,NULL,4,"A satire and some one-act plays by Mr. Jones.",2020-03-11,1915,NULL,NULL,needs_crosscheck,single_focus,"The Theatre of Ideas",,Doran,http://viaf.org/viaf/140800687,Drama,,http://viaf.org/viaf/68984600,"Henry Arthur Jones"
543,90838561,24813,NULL,4,"Review 1 -- No Title",2020-02-19,1906,NULL,NULL,needs_crosscheck,single_focus,"The Influence of the Mind on the Body",1906,"Funk & Wagnalls Co.",http://viaf.org/viaf/148443438,Nonfiction,50¢,http://viaf.org/viaf/41966101,"Paul Dubois"
544,136277898,26663,NULL,4,"Review 1 -- No Title",2020-02-18,1906,NULL,NULL,needs_crosscheck,multi,,,,,,,,
545,90173545,25067,NULL,4,"SHARP EYES.",2020-03-16,1891,NULL,NULL,needs_crosscheck,single_focus,"Sharp Eyes",,"Harper & Brothers",http://viaf.org/viaf/122099855,"Nonfiction - science",$5.00,http://viaf.org/viaf/21149610,"William Hamilton Gibson"
546,125138586,34598,NULL,4,"Review 1 -- No Title",2020-02-19,1880,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
547,125205673,24901,86,4,"Review 1 -- No Title",2020-02-19,1903,NULL,NULL,needs_crosscheck,multi,,,,,,,,
548,125503432,24471,NULL,4,"THE WALDENSES",2020-02-17,1897,NULL,NULL,needs_crosscheck,single_focus,"The Waldenses",,"A.S. Barnes & Co.",http://viaf.org/viaf/263011733,Nonfiction,,http://viaf.org/viaf/6466544,"Sophia V. Bompiani"
550,896293978,287913,NULL,4,"NEW PUBLICATIONS",2020-02-17,1892,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
551,124190789,26207,NULL,4,FICTION,2020-02-20,1901,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
552,899634643,376297,NULL,4,"A. SYNOPTICAL INDEX OF CURRENT ELECTRICAL LITERATURE",2020-02-20,1893,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
554,853421589,106040,NULL,4,"NEW BOOKS",2020-02-20,1904,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
555,124980283,34598,NULL,4,"New Publications.",2020-03-16,1908,NULL,NULL,needs_crosscheck,single_focus,"Animal Artisans; and Other Studies of Beasts and Birds",,"Longmans, Green & Co.",http://viaf.org/viaf/124935207,"Nonfiction - science",$2.50,http://viaf.org/viaf/26955930,"C. J. Cornish"
557,89671107,25244,87,4,"EARL PERCY AND HIS DINNER-GUESTS.",2020-03-31,1908,NULL,NULL,needs_crosscheck,single_focus,"Earl Percy's Dinner Table",,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Fiction - novel",,http://viaf.org/viaf/70354734,"Harold Murdock"
559,136235895,26663,NULL,4,LITERARY,2020-02-20,1896,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
561,90499007,24565,NULL,4,LITERATURE.,2020-02-19,1899,NULL,NULL,needs_crosscheck,single_focus,"The Letters of Robert Lewis Stevenson to His Family and Friends",,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,Nonfiction,,http://viaf.org/viaf/51813328,"Sidney Colvin"
562,90135027,25067,NULL,4,"MINOR NOTICES.",2020-03-16,1889,NULL,NULL,needs_crosscheck,single_focus,"Dr. Thomas Campion's Works",,"Chiswick Press",http://viaf.org/viaf/143586137,Poetry,"1 guinea",http://viaf.org/viaf/77098596,"A. H. Bullen"
563,124879296,24242,NULL,4,"The Book-Buyer's Guide",2020-03-17,1901,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
564,136477222,24721,88,4,"LIBRARY TABLE.",2020-02-20,1896,NULL,NULL,needs_crosscheck,single_focus,"Diseases of the Respiratory Organs",1895,"William Wood & Company",http://viaf.org/viaf/121013681,"Nonfiction - science",,"http://viaf.org/viaf/34061167; http://viaf.org/viaf/40870834; ; http://viaf.org/viaf/71457056; http://viaf.org/viaf/67932874; http://viaf.org/viaf/45075179; http://viaf.org/viaf/74632968; ","Prosser James; Jonathan Wright; E. J. Moore; A. H. Buck; F. H. Bosworth; Thomas Grainger Stewart; G"
566,125552173,24805,NULL,4,"WEEKLY DIGEST.",2020-03-11,1912,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
568,124905252,24241,NULL,4,"""The Life of Longfellow.""",2020-03-17,1887,NULL,NULL,needs_crosscheck,single_focus,"The Life of Longfellow",,"Ticknor & Co."," http://viaf.org/viaf/147064270","Nonfiction - biographical",,,"Samuel Longfellow"
569,90133215,25067,NULL,4,FICTION.,2020-03-16,1888,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
570,88672700,38623,NULL,4,"The Stage",2020-03-11,1881,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
571,136276028,26663,NULL,4,"Chat About Books and Authors",2020-02-20,1903,NULL,NULL,needs_crosscheck,multi,,,,,,,,
572,757746240,54317,NULL,4,Literature,2020-02-20,1891,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
573,137087961,35616,NULL,4,"LITERARY NOTES.",2020-02-19,1884,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
574,137579350,41163,90,4,"Review 18 -- No Title",2020-03-11,1900,NULL,NULL,needs_crosscheck,single_focus,"Roman Canon Law in the Church of England",1898,"Methuen & Co.",http://viaf.org/viaf/167761845,"Nonfiction - academic/pseudo-academic",,http://viaf.org/viaf/49265744,"Frederic William Maitland"
575,125311820,24208,NULL,4,"THE BOOK TABLE",2020-02-17,1895,NULL,NULL,needs_crosscheck,multi,,,,,,,,
576,124769042,24593,NULL,4,"The Shorter Bible,",2020-02-17,1896,NULL,NULL,needs_crosscheck,brief,,,,NULL,,,,
577,90128085,25067,NULL,4,"AN ACTRESS IN THE FAR EAST.",2020-03-17,1894,NULL,NULL,needs_crosscheck,single_focus,"When We Were Strolling Players in the Far East",,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,"Nonfiction - autobiographical",$4.50,http://viaf.org/viaf/31586926,"Louise Jordan Miln"
579,89699729,25244,91,4,"DELIGHT AND TEARS",2020-03-11,1924,NULL,NULL,needs_crosscheck,single_focus,"The Apple of the Eye",,"The Dial Press",http://viaf.org/viaf/144354503,"Fiction - novel",$2.50,http://viaf.org/viaf/12405830,"Glenway Wescott"
580,136607588,35617,NULL,4,"Books of the Week",2020-03-16,1905,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
581,124486140,24200,NULL,4,"Review 3 -- No Title",2020-02-19,1895,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
582,136611293,35617,NULL,4,"The Book of Psalms",2020-02-20,1906,NULL,NULL,needs_crosscheck,single_focus,"The Book of Psalms",,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,"Nonfiction - religious",$3.00,"http://viaf.org/viaf/54296612; http://viaf.org/viaf/58626213","Charles Augustus Briggs; Emilie Grace Briggs"
583,125290002,24208,NULL,4,"Review 1 -- No Title",2020-02-20,1898,NULL,NULL,needs_crosscheck,single_focus,"Missions and politics in Asia",,"Fleming H. Revell Company",http://viaf.org/viaf/157146391,"Nonfiction - academic/pseudo-academic",$1,http://viaf.org/viaf/13240066,"Robert Speer"
584,137147003,46423,NULL,4,"BOOK NOTICES.",2020-02-17,1899,NULL,NULL,needs_crosscheck,NULL,"THE RUNKLE FAMILY, BEING AN ACCOUNT OF THE RUNKELS IN EUROPE AND THEIR DESCENDANTS IN AMERICA",1899,"T.A. Wright",,"Nonfiction - genealogy",$5.00,,"Ben. van D. Fisher"
585,90186165,25067,NULL,4,"Fisher's Church History.",2020-02-19,1888,NULL,NULL,needs_crosscheck,single_focus,"History of the Christian Church",,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,Nonfiction,$3.50,http://viaf.org/viaf/71766879,"George Park Fisher"
587,136145177,35593,NULL,4,"Review 1 -- No Title",2020-02-20,1917,NULL,NULL,needs_crosscheck,single_focus,"Temperance Sermons",,"The Methodist Book Concern",http://viaf.org/viaf/148188077,"Nonfiction - religious",$1.00,,"Grant Perkins; David Keppel; Charles E. Locke; W. W. W. Wilson; Robert McIntyre"
588,89666802,25244,NULL,4,"An illustrated record of English literature.",2020-02-20,1904,NULL,NULL,needs_crosscheck,multi,,,,,,,,
590,124759360,24243,93,4,"SEVEN ROMAN STATESMEN.",2020-03-31,1906,NULL,NULL,needs_crosscheck,single_focus,"Seven Roman Statesmen",,,,"Nonfiction - historical",,http://viaf.org/viaf/27096611,Oman
592,124855050,24377,NULL,4,"NIW BOOKS AND NEW EDITIONS.",2020-03-16,1881,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
593,124907497,24241,NULL,4,"Langs ""Old Friends.""",2020-02-20,1890,NULL,NULL,needs_crosscheck,single_focus,"Old Friends: Essays in Epistolary Parody",,"Longmans, Green & Co.",http://viaf.org/viaf/124935207,"Fiction - short story",,http://viaf.org/viaf/7406545,"Andrew Lang"
595,88477095,40269,NULL,4,"Book Reviews",2020-03-27,1902,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
596,126287557,24798,94,4,"WILLIAM HENRY CHANNING.",2020-02-17,1887,NULL,NULL,needs_crosscheck,single_focus,"Memoirs of William Henry Channing",1886,"Houghton, Mifflin & Co.",http://viaf.org/viaf/159556432,"Nonfiction - biographical",,http://viaf.org/viaf/57395027,"Octavius Brooks Frothingham"
598,88854797,40145,NULL,4,"CURRENT PUBLICATIONS",2020-02-19,1891,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
599,90674496,35397,95,4,"THE LATEST BOOKS",2020-02-20,1905,NULL,NULL,needs_crosscheck,multi,,,,,,,,
601,90381480,35437,97,4,"AN EMIGRE ON IRELAND IN 1796.",2020-02-17,1886,NULL,NULL,needs_crosscheck,single_focus,"Promenade en Irlande",1796,,NULL,,,https://viaf.org/viaf/315616339/,"De Latocnave"
602,89651422,25244,NULL,4,"A STUDY IN LITERARY AMENITY.",2020-02-20,1894,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
603,124891940,24241,NULL,4,Literature,2020-03-17,1892,NULL,NULL,needs_crosscheck,single_focus,"Our Life in the Swiss Highlands",,"Macmillan & Co.",http://viaf.org/viaf/140726562,"Nonfiction - travel",$2.50,"http://viaf.org/viaf/39500310; http://viaf.org/viaf/66557602","J. A. Symonds; Margaret"
604,90142272,25067,NULL,4,"THE HEART OF MERRIE ENGLAND.",2020-02-20,1887,NULL,NULL,needs_crosscheck,single_focus,"The Heart of Merrie England",,"Porter & Coates",http://viaf.org/viaf/150537292,"Nonfiction - autobiographical",$1.50,http://viaf.org/viaf/46329253,"James S. Stone"
606,137411847,25258,99,4,"Review 3 -- No Title",2020-02-17,1907,NULL,NULL,needs_crosscheck,single_focus,"Christianity and the Social Crisis",1907,"The Macmillan Co.",http://viaf.org/viaf/140726562,"Nonfiction - religious",,https://viaf.org/viaf/64809485/,"Walter Rauschenbusch"
607,137119003,40705,100,4,"THE FALL IN FOREIGN EXCHANGE",2020-02-17,1920,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
608,124488747,24200,NULL,4,"Review 2 -- No Title",2020-02-20,1893,NULL,NULL,needs_crosscheck,single_focus,"The Birth and Development of Ornament",,"Macmillan & Co.",http://viaf.org/viaf/140726562,"Nonfiction - academic/pseudo-academic",$1.25,http://viaf.org/viaf/59150010,"F. Edward Hulme"
610,90967694,24215,101,4,"INTERCOLLEGIATE DEBATING.",2020-02-20,1898,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
611,90536609,24565,NULL,4,"Review 1 -- No Title",2020-02-20,1894,NULL,NULL,needs_crosscheck,multi,,,,,,,,
612,125340565,24208,NULL,4,"Our-Book Table.",2020-03-16,1886,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
614,125502663,24471,NULL,4,"""NONE NAME THEE BUT TO PRAISE.""",2020-02-19,1897,NULL,NULL,needs_crosscheck,single_focus,"Men I Have Known",,"T. Y. Crowell & Co.",http://viaf.org/viaf/131452102,Nonfiction,$1.75,http://viaf.org/viaf/72172918,"Frederick W. Farrar"
616,124777738,24591,NULL,4,"EGYPT AND BABYLON.",2020-02-20,1886,NULL,NULL,needs_crosscheck,single_focus,"Egypt and Babylon from Sacred and Profane Sources",1885,"Charles Scribner's Sons",http://viaf.org/viaf/121555288,"Nonfiction - historical",$1.50,http://viaf.org/viaf/37700054,"George Rawlinson"
617,89637971,25244,102,4,"RECENT BOOKS OF POETRY.",2020-02-20,1891,NULL,NULL,needs_crosscheck,multi,,,,,,,,
619,137412078,25258,104,4,"Review 3 -- No Title",2020-03-16,1907,NULL,NULL,needs_crosscheck,single_focus,"The Modern Pulpit",1906,"The Macmillan Company",http://viaf.org/viaf/140726562,"Nonfiction - religious",$1.50,http://viaf.org/viaf/168347498,"Lewis O. Brastow"
620,88461015,40269,NULL,4,Bibliography,2020-03-17,1894,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
621,90632433,24565,NULL,4,LITERATURE,2020-03-17,1902,NULL,NULL,needs_crosscheck,multi,,,,,,,,
623,89664298,25244,NULL,4,"A COMPOSITE HISTORY OF OUR COUNTRY.",2020-02-19,1904,NULL,NULL,needs_crosscheck,single_focus,"The Cambridge Modern History: Volume VII., The United States",,"The Macmillan Co.",http://viaf.org/viaf/140726562,Nonfiction,,"http://viaf.org/viaf/64367034; http://viaf.org/viaf/44363853; http://viaf.org/viaf/25846168; http://viaf.org/viaf/54319396; http://viaf.org/viaf/24658823; http://viaf.org/viaf/76676523; http://viaf.org/viaf/34809099; http://viaf.org/viaf/89457467; http://v","John A. Doyle; Melville Bigelow; McMaster; John G. Nicolay; Mary Bateson; A.G. Bradley; H.W. Wilson"
624,136726613,35616,NULL,4,"LITERARY NOTES.",2020-02-20,1885,NULL,NULL,needs_crosscheck,not_review,,,,,,,,
625,128143842,38334,NULL,4,"Review 1 -- No Title",2020-02-20,1882,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
626,126810826,41364,NULL,4,"Review 1 -- No Title",2020-03-16,1893,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
627,757747264,54317,NULL,4,"On the Book Table",2020-03-16,1905,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
628,128384111,51693,NULL,4,"New Books",2020-02-17,1908,NULL,NULL,needs_crosscheck,cluster,,,,,,,,
